task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
30	c7/700250	837310	deap_ingestor	EV2_29_dat_path.parquet	deap_ingestor (EV2_29_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:49.200	2026-06-30 13:13:49.228	2026-06-30 13:13:53.387	4.2s	4s	-	99.8%	1.3%	426.2 MB	4.1 GB	426.2 MB	4.1 GB	107.1 MB	44.2 MB	1036	338	0	44.3 MB	885	88	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/c7/700250191834525d1a23f9b00c474a	-
29	fb/1163e0	837251	deap_ingestor	EV2_28_dat_path.parquet	deap_ingestor (EV2_28_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:49.178	2026-06-30 13:13:49.228	2026-06-30 13:13:53.386	4.2s	4.1s	-	93.7%	1.3%	426.2 MB	4.1 GB	426.2 MB	4.1 GB	107.1 MB	44.2 MB	1035	341	0	44.2 MB	139	77	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/fb/1163e0acf90956a3581b049e3c5790	-
25	e3/c11b54	837160	deap_ingestor	EV2_24_dat_path.parquet	deap_ingestor (EV2_24_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:49.112	2026-06-30 13:13:49.224	2026-06-30 13:13:53.393	4.3s	4.2s	-	96.6%	1.4%	431.4 MB	4.1 GB	431.4 MB	4.1 GB	107.1 MB	44.6 MB	1036	338	8 KB	44.6 MB	175	260	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/e3/c11b542173c87c60d62d24549b9fc3	-
24	2b/e47e2d	837146	deap_ingestor	EV2_23_dat_path.parquet	deap_ingestor (EV2_23_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:49.091	2026-06-30 13:13:49.107	2026-06-30 13:13:53.429	4.3s	4.2s	-	94.5%	1.3%	425.1 MB	4.1 GB	425.1 MB	4.1 GB	107.1 MB	44.3 MB	1038	338	0	44.3 MB	158	104	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/2b/e47e2d5fdaa20118f882a82efcc0dc	-
36	c1/ba7f92	839578	bvp_file_finder	EV2_16_deap.parquet	bvp_file_finder (EV2_16_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.129	2026-06-30 13:13:53.216	2026-06-30 13:13:53.444	315ms	232ms	-	88.2%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	8.2 MB	1.6 MB	854	24	0	1.6 MB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/c1/ba7f92d862895b9a60f57f04956cf4	-
31	70/bf1c16	837468	deap_ingestor	EV2_30_dat_path.parquet	deap_ingestor (EV2_30_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:49.311	2026-06-30 13:13:49.333	2026-06-30 13:13:53.579	4.3s	4.1s	-	108.6%	1.3%	424 MB	4.1 GB	424 MB	4.1 GB	107.1 MB	44.3 MB	1037	345	0	44.3 MB	1639	70	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/70/bf1c16c614be6822d2249e5a7b134d	-
32	d3/5bf7e0	837212	deap_ingestor	EV2_31_dat_path.parquet	deap_ingestor (EV2_31_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:49.153	2026-06-30 13:13:49.224	2026-06-30 13:13:53.585	4.4s	4.3s	-	92.4%	1.3%	424.1 MB	4.1 GB	424.1 MB	4.1 GB	107.1 MB	44.2 MB	1036	338	0	44.2 MB	2982	63	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/d3/5bf7e06a3936091bbecc0e477dfe31	-
33	25/93ac2c	837586	deap_ingestor	EV2_32_dat_path.parquet	deap_ingestor (EV2_32_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:49.369	2026-06-30 13:13:49.432	2026-06-30 13:13:53.608	4.2s	4.1s	-	113.5%	1.3%	424.2 MB	4.1 GB	424.2 MB	4.1 GB	107.1 MB	44.3 MB	1038	338	0	44.3 MB	52	53	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/25/93ac2c7cfabb7ed8d13b764f34fa3e	-
34	12/65f56b	839799	labels_file_finder	EV2_16_deap.parquet	labels_file_finder (EV2_16_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.408	2026-06-30 13:13:53.429	2026-06-30 13:13:53.781	373ms	183ms	-	96.3%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.6 MB	3.2 KB	853	23	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/12/65f56bb264371d1f2b6c4668d474a6	-
39	e0/db6386	839808	labels_file_finder	EV2_02_deap.parquet	labels_file_finder (EV2_02_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.433	2026-06-30 13:13:53.544	2026-06-30 13:13:54.100	667ms	180ms	-	103.1%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.6 MB	3.1 KB	854	27	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/e0/db6386e02db706a47cd1c4f89e0e99	-
41	d5/81e5fe	839863	eda_file_finder	EV2_02_deap.parquet	eda_file_finder (EV2_02_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.473	2026-06-30 13:13:53.546	2026-06-30 13:13:54.138	665ms	468ms	-	42.7%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	7.2 MB	576.5 KB	853	24	0	576 KB	6	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/d5/81e5fed88323ac99281d1aca174fee	-
40	50/71518a	839917	bvp_file_finder	EV2_02_deap.parquet	bvp_file_finder (EV2_02_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.495	2026-06-30 13:13:53.546	2026-06-30 13:13:54.163	668ms	575ms	-	32.9%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	8.2 MB	1.6 MB	852	23	0	1.6 MB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/50/71518a10c7ae68e322a6864fa78471	-
38	48/93c007	839822	eeg_file_finder	EV2_02_deap.parquet	eeg_file_finder (EV2_02_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.453	2026-06-30 13:13:53.545	2026-06-30 13:13:54.167	714ms	621ms	-	41.9%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	48.2 MB	41.6 MB	853	23	0	41.6 MB	7	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/48/93c007f624d8fbd8cf681640710b03	-
49	0a/3c4739	840246	labels_file_finder	EV2_10_deap.parquet	labels_file_finder (EV2_10_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.597	2026-06-30 13:13:53.609	2026-06-30 13:13:54.171	574ms	480ms	-	39.5%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	6.6 MB	3.2 KB	854	23	0	4 KB	6	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/0a/3c47396acaa078edc032d7b7672532	-
47	8b/8a0d98	840250	bvp_file_finder	EV2_10_deap.parquet	bvp_file_finder (EV2_10_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.618	2026-06-30 13:13:53.709	2026-06-30 13:13:54.194	576ms	487ms	-	40.9%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	8.1 MB	1.5 MB	853	23	0	1.5 MB	6	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/8b/8a0d9881f0d428e32f68095139701d	-
45	7c/436f42	840315	bvp_file_finder	EV2_03_deap.parquet	bvp_file_finder (EV2_03_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:53.638	2026-06-30 13:13:53.710	2026-06-30 13:13:54.220	582ms	493ms	-	38.3%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	8.2 MB	1.6 MB	855	23	0	1.6 MB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/7c/436f42e0bfdf6d6833e7b7dfc16bc7	-
50	62/fb491d	841219	labels_file_finder	EV2_15_deap.parquet	labels_file_finder (EV2_15_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:54.253	2026-06-30 13:13:54.322	2026-06-30 13:13:55.093	840ms	466ms	-	38.4%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.6 MB	3.2 KB	854	26	0	4 KB	6	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/62/fb491d46a1c83e356eba0921b5242e	-
132	59/9395b1	840877	bvp_file_finder	EV2_27_deap.parquet	bvp_file_finder (EV2_27_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:54.159	2026-06-30 13:13:54.167	2026-06-30 13:13:55.093	934ms	553ms	-	36.0%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	8 MB	1.4 MB	854	23	0	1.4 MB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/59/9395b18e4e485bca1951e9216e50ef	-
42	3c/da8281	840961	eda_file_finder	EV2_03_deap.parquet	eda_file_finder (EV2_03_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:54.183	2026-06-30 13:13:54.220	2026-06-30 13:13:55.096	913ms	539ms	-	33.2%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	7.5 MB	920.9 KB	853	23	0	924 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/3c/da82816a5d73a613450b56fa13bfaa	-
48	89/858659	841025	eda_file_finder	EV2_10_deap.parquet	eda_file_finder (EV2_10_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:13:54.203	2026-06-30 13:13:54.223	2026-06-30 13:13:55.096	893ms	529ms	-	37.7%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	7.3 MB	729.7 KB	853	29	0	732 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/89/858659da5d41fa6eb395b8fe678f11	-
