task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
28	97/c67504	2597498	deap_ingestor	DEAP_27_dat_path.parquet	deap_ingestor (DEAP_27_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:28.337	2026-06-11 13:49:28.417	2026-06-11 13:49:36.862	8.5s	8.4s	-	98.4%	1.0%	323 MB	4.1 GB	323 MB	4.1 GB	193.5 MB	65.4 MB	13997	669	0	65.4 MB	123	32	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/97/c6750433fea5ea7c76f5b3cd9c5672	-
18	41/69db72	2598295	deap_ingestor	DEAP_17_dat_path.parquet	deap_ingestor (DEAP_17_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:29.245	2026-06-11 13:49:29.367	2026-06-11 13:49:37.373	8.1s	7.9s	-	91.5%	1.0%	311.1 MB	3.9 GB	321.8 MB	4.1 GB	193.5 MB	65.2 MB	13983	669	0	65.3 MB	169	86	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/41/69db72fadee401f70ea755dbe8b23a	-
21	34/598a58	2598947	deap_ingestor	DEAP_20_dat_path.parquet	deap_ingestor (DEAP_20_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:29.773	2026-06-11 13:49:29.842	2026-06-11 13:49:37.900	8.1s	7.9s	-	98.3%	0.9%	302.2 MB	3.9 GB	302.2 MB	4 GB	193.5 MB	64.7 MB	13987	665	0	64.8 MB	142	763	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/34/598a58ad0a539e54c4cf86ecc79dd9	-
19	f9/217be8	2604543	deap_ingestor	DEAP_18_dat_path.parquet	deap_ingestor (DEAP_18_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:34.312	2026-06-11 13:49:34.353	2026-06-11 13:49:42.254	7.9s	7.8s	-	96.2%	1.4%	430.6 MB	4.1 GB	430.6 MB	4.1 GB	193.5 MB	64.7 MB	13984	678	0	64.7 MB	216	104	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/f9/217be82fcb3c54ba9d8911b55f7eab	-
25	40/c56a01	2604791	deap_ingestor	DEAP_24_dat_path.parquet	deap_ingestor (DEAP_24_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:34.428	2026-06-11 13:49:34.541	2026-06-11 13:49:42.260	7.8s	7.7s	-	92.7%	1.4%	430.6 MB	4.1 GB	430.6 MB	4.1 GB	193.5 MB	65.9 MB	13986	678	0	65.9 MB	226	1400	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/40/c56a015995eb6dcb41b5e4e795bb9c	-
24	4b/cb14fc	2604979	deap_ingestor	DEAP_23_dat_path.parquet	deap_ingestor (DEAP_23_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:34.591	2026-06-11 13:49:34.642	2026-06-11 13:49:42.566	8s	7.8s	-	111.2%	1.4%	432.8 MB	4.1 GB	432.8 MB	4.1 GB	193.5 MB	65.4 MB	13982	660	0	65.5 MB	6558	88	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/4b/cb14fc23b27d6a9818be65595df0cc	-
32	62/7f5e72	2605518	deap_ingestor	DEAP_31_dat_path.parquet	deap_ingestor (DEAP_31_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:35.069	2026-06-11 13:49:35.148	2026-06-11 13:49:42.613	7.5s	7.4s	-	103.3%	1.4%	433.2 MB	4.1 GB	433.2 MB	4.1 GB	193.5 MB	65.4 MB	13999	673	0	65.4 MB	274	82	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/62/7f5e724fd48dc220f3a25e7bce0eac	-
29	c2/fe8211	2605689	deap_ingestor	DEAP_28_dat_path.parquet	deap_ingestor (DEAP_28_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:35.182	2026-06-11 13:49:35.257	2026-06-11 13:49:42.637	7.5s	7.3s	-	108.9%	1.4%	434.2 MB	4.1 GB	434.2 MB	4.1 GB	193.5 MB	65.4 MB	13992	667	0	65.4 MB	254	223	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/c2/fe8211aa3e554433dbd8303577f17b	-
30	c4/17db94	2607784	deap_ingestor	DEAP_29_dat_path.parquet	deap_ingestor (DEAP_29_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:37.411	2026-06-11 13:49:37.473	2026-06-11 13:49:45.608	8.2s	8s	-	106.2%	1.0%	329.6 MB	4 GB	329.6 MB	4.1 GB	193.5 MB	65.4 MB	14003	677	0	65.5 MB	120	120	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/c4/17db94ecffad1dded623c0d37cccc0	-
37	68/2d9a70	2613705	bvp_file_finder	DEAP_08_deap.parquet	bvp_file_finder (DEAP_08_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:42.292	2026-06-11 13:49:42.361	2026-06-11 13:49:46.510	4.2s	4.1s	-	52.9%	0.3%	103.8 MB	3.8 GB	103.8 MB	3.8 GB	43.8 MB	3 MB	5844	176	0	3 MB	84	21	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/68/2d9a7045f3534593fcbdf6c2af5580	-
36	b3/aabba8	2613682	labels_file_finder	DEAP_08_deap.parquet	labels_file_finder (DEAP_08_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:42.270	2026-06-11 13:49:42.360	2026-06-11 13:49:46.576	4.3s	4.2s	-	21.9%	0.1%	44.8 MB	241.5 MB	44.8 MB	282.9 MB	39 MB	247.4 KB	5342	156	0	264 KB	61	89	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/b3/aabba8d6f4b36c57b8f38cc9595edc	-
35	22/d2e7b0	2614492	eeg_file_finder	DEAP_08_deap.parquet	eeg_file_finder (DEAP_08_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:42.630	2026-06-11 13:49:42.738	2026-06-11 13:49:46.782	4.2s	4s	-	68.8%	0.6%	181.8 MB	3.9 GB	321.5 MB	4.1 GB	100.3 MB	60.1 MB	5847	180	0	60.1 MB	7282	251	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/22/d2e7b0f89234d7fceb66a4a2c0366c	-
41	70/9824ae	2614590	eeg_file_finder	DEAP_05_deap.parquet	eeg_file_finder (DEAP_05_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:42.714	2026-06-11 13:49:42.739	2026-06-11 13:49:46.800	4.1s	4s	-	62.6%	0.6%	206.9 MB	4 GB	206.9 MB	4 GB	100.3 MB	60.1 MB	5845	175	0	60.1 MB	75	15	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/70/9824ae2f68d1c3dd346ad4b8ca754f	-
34	3c/4c45d0	2614372	eda_file_finder	DEAP_08_deap.parquet	eda_file_finder (DEAP_08_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:42.582	2026-06-11 13:49:42.613	2026-06-11 13:49:46.908	4.3s	4.2s	-	53.0%	0.2%	62.1 MB	3 GB	62.1 MB	3 GB	42.8 MB	2 MB	5842	174	0	2 MB	62	14	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/3c/4c45d0f88c37eba3a3b257e1c7e41a	-
31	0d/e421af	2607326	deap_ingestor	DEAP_30_dat_path.parquet	deap_ingestor (DEAP_30_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:36.889	2026-06-11 13:49:36.963	2026-06-11 13:49:46.942	10.1s	10s	-	87.2%	0.9%	294.9 MB	3.9 GB	322.1 MB	4.1 GB	193.5 MB	65.6 MB	13987	674	0	65.6 MB	161	89	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/0d/e421afc4634bd81cfdc21456ab7f67	-
33	77/c5e825	2608747	deap_ingestor	DEAP_32_dat_path.parquet	deap_ingestor (DEAP_32_dat_path.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:37.947	2026-06-11 13:49:38.000	2026-06-11 13:49:47.658	9.7s	9.6s	-	90.0%	1.4%	437 MB	4.1 GB	437 MB	4.1 GB	193.5 MB	65.4 MB	13990	667	0	65.5 MB	261	130	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/77/c5e825adc75a27be52e57c1c6f5a2a	-
40	96/4b9a6d	2617284	labels_file_finder	DEAP_05_deap.parquet	labels_file_finder (DEAP_05_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:45.624	2026-06-11 13:49:45.710	2026-06-11 13:49:48.012	2.4s	2.3s	-	41.0%	0.2%	62.1 MB	3 GB	62.1 MB	3.1 GB	39 MB	253.6 KB	5341	162	0	272 KB	74	8	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/96/4b9a6d405c899c5b98b91c34041027	-
38	6d/3ab6bc	2618125	bvp_file_finder	DEAP_05_deap.parquet	bvp_file_finder (DEAP_05_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:46.560	2026-06-11 13:49:46.577	2026-06-11 13:49:48.294	1.7s	1.6s	-	138.2%	0.0%	3.9 MB	8.3 MB	3.9 MB	8.3 MB	44 MB	3.2 MB	5851	188	0	3.2 MB	36	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/6d/3ab6bc5b3c35027ee7e3057ea94b3b	-
39	5a/d915ad	2618148	eda_file_finder	DEAP_05_deap.parquet	eda_file_finder (DEAP_05_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:46.593	2026-06-11 13:49:46.676	2026-06-11 13:49:48.442	1.8s	1.8s	-	95.7%	0.2%	64.7 MB	3 GB	64.7 MB	3 GB	43.1 MB	2.3 MB	5844	178	0	2.3 MB	89	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/5a/d915ad749e36f289bc822b8f90b47b	-
43	21/fa7db4	2619016	labels_file_finder	DEAP_04_deap.parquet	labels_file_finder (DEAP_04_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:46.925	2026-06-11 13:49:46.944	2026-06-11 13:49:48.455	1.5s	1.4s	-	63.1%	0.0%	3.8 MB	8.3 MB	3.8 MB	8.3 MB	39 MB	226 KB	5341	156	0	244 KB	40	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/21/fa7db418008738ccbe1d4278d9de9b	-
42	b6/3a5a98	2618518	eda_file_finder	DEAP_04_deap.parquet	eda_file_finder (DEAP_04_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:46.796	2026-06-11 13:49:46.901	2026-06-11 13:49:48.549	1.8s	1.7s	-	125.9%	0.2%	64.8 MB	3 GB	64.8 MB	3.1 GB	42.5 MB	1.6 MB	5843	185	0	1.7 MB	68	50	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/b6/3a5a98b830071ef5e8313f6441a7e5	-
49	d8/9114cf	2619811	labels_file_finder	DEAP_11_deap.parquet	labels_file_finder (DEAP_11_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:47.680	2026-06-11 13:49:47.758	2026-06-11 13:49:49.564	1.9s	1.7s	-	53.5%	0.0%	13.6 MB	27 MB	13.6 MB	27 MB	39 MB	187.3 KB	5341	150	0	204 KB	62	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/d8/9114cf52a52a92c38eb6850e4ac6eb	-
45	2f/41860d	2619117	bvp_file_finder	DEAP_04_deap.parquet	bvp_file_finder (DEAP_04_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:46.969	2026-06-11 13:49:47.042	2026-06-11 13:49:49.724	2.8s	2.7s	-	59.0%	0.1%	32.5 MB	225.2 MB	32.5 MB	282.9 MB	43.9 MB	3.1 MB	5841	182	0	3.1 MB	61	5	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/2f/41860dfe97dc5df434deba34808b1d	-
44	dc/be17f9	2618672	eeg_file_finder	DEAP_04_deap.parquet	eeg_file_finder (DEAP_04_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:46.824	2026-06-11 13:49:46.901	2026-06-11 13:49:49.807	3s	2.8s	-	82.9%	0.6%	185.4 MB	3.9 GB	321.5 MB	4.1 GB	100.3 MB	60.2 MB	5847	183	0	60.2 MB	114	34	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/dc/be17f9c2a6b8f4e176090bed49cc2d	-
51	de/996d4b	2620718	bvp_file_finder	DEAP_06_deap.parquet	bvp_file_finder (DEAP_06_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:48.033	2026-06-11 13:49:48.112	2026-06-11 13:49:50.472	2.4s	2.3s	-	94.0%	0.3%	104.6 MB	3.8 GB	104.6 MB	3.8 GB	43.9 MB	3.1 MB	5843	167	0	3.1 MB	101	13	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/de/996d4b1423ff373eca5ae17ad64576	-
46	ee/c3c0ed	2621181	eeg_file_finder	DEAP_11_deap.parquet	eeg_file_finder (DEAP_11_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:48.309	2026-06-11 13:49:48.396	2026-06-11 13:49:50.753	2.4s	2.3s	-	102.1%	0.1%	46.4 MB	240.4 MB	46.4 MB	281.9 MB	100.3 MB	60.1 MB	5843	183	0	60.2 MB	46	5	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/ee/c3c0ed37c6bcf5afb4e822cb5a3d7d	-
47	8a/c844d3	2622610	bvp_file_finder	DEAP_11_deap.parquet	bvp_file_finder (DEAP_11_deap.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 13:49:49.584	2026-06-11 13:49:49.664	2026-06-11 13:49:51.077	1.5s	1.4s	-	146.0%	0.1%	31.1 MB	230.1 MB	31.1 MB	292.7 MB	43.8 MB	3 MB	5844	181	0	3.1 MB	62	8	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/8a/c844d30539a47d943ca357e852505b	-
